000001,station1,station2,station1,station3,station1,station2,station1,station1,station1,station2,station3,station3,station2,station3,station3,station4,station1,station2
000002,station1,station3,station1,station3,station1,station2,station1,station1,station1,station2,station3,station3,station3,station3,station3,station2,station1,station2
000003,station1,station3,station1,station1,station1,station2,station1,station3,station1,station2,station3,station3,station3,station3,station1,station2,station1,station2
000004,station1,station3,station1,station1,station1,station2,station1,station3,station3,station3,station3,station3,station3,station3,station1,station2,station1,station2
000005,station1,station3,station1,station1,station1,station3,station1,station3,station3,station3,station2,station2,station3,station1,station1,station2,station1,station2
000006,station1,station1,station1,station1,station1,station3,station1,station3,station3,station3,station2,station2,station2,station1,station1,station3,station1,station3
000007,station1,station1,station1,station1,station1,station3,station1,station1,station3,station3,station2,station2,station2,station1,station1,station3,station1,station3
000008,station3,station1,station1,station1,station4,station3,station3,station1,station1,station2,station2,station2,station2,station1,station1,station3,station2,station3
000009,station3,station1,station2,station1,station4,station2,station3,station1,station1,station1,station2,station2,station2,station1,station1,station3,station2,station3
000010,station3,station1,station2,station3,station4,station2,station2,station1,station1,station1,station2,station2,station2,station1,station3,station4,station2,station2
000011,station3,station1,station2,station3,station2,station2,station2,station1,station1,station1,station1,station1,station2,station1,station3,station4,station2,station2
000012,station2,station2,station2,station3,station2,station2,station2,station1,station1,station1,station1,station1,station2,station1,station3,station4,station2,station2
000013,station2,station2,station2,station3,station2,station2,station2,station2,station1,station1,station1,station1,station2,station1,station3,station4,station2,station2
000014,station2,station2,station2,station3,station2,station2,station3,station2,station1,station1,station1,station1,station1,station1,station2,station4,station2,station2
000015,station2,station2,station2,station3,station3,station2,station2,station2,station1,station1,station1,station1,station1,station1,station2,station2,station2,station2
000016,station2,station2,station2,station3,station3,station2,station2,station2,station1,station3,station1,station1,station1,station1,station2,station2,station2,station2
000017,station2,station2,station2,station3,station3,station1,station2,station1,station1,station3,station1,station1,station1,station1,station2,station2,station2,station2
000018,station2,station2,station2,station4,station3,station1,station2,station1,station1,station2,station2,station2,station1,station3,station3,station2,station2,station2
000019,station2,station2,station2,station4,station4,station1,station3,station1,station1,station2,station3,station4,station1,station3,station3,station4,station2,station2
000020,station3,station2,station2,station4,station1,station1,station1,station1,station3,station2,station3,station4,station1,station3,station3,station4,station2,station2
000021,station4,station2,station1,station4,station1,station1,station1,station4,station3,station2,station3,station4,station2,station3,station3,station4,station2,station2
000022,station4,station2,station1,station3,station1,station1,station1,station4,station3,station2,station3,station4,station2,station1,station3,station3,station2,station2
000023,station4,station2,station1,station3,station1,station1,station1,station4,station3,station2,station2,station2,station2,station1,station3,station3,station2,station2
000024,station4,station2,station1,station3,station1,station2,station1,station4,station1,station2,station2,station2,station2,station1,station3,station3,station1,station2
000025,station1,station2,station1,station3,station1,station2,station1,station3,station1,station2,station2,station2,station2,station1,station3,station3,station1,station3
000026,station1,station2,station1,station1,station1,station2,station1,station3,station1,station2,station2,station2,station2,station1,station3,station4,station4,station3
000027,station1,station2,station1,station1,station4,station2,station3,station3,station1,station2,station4,station2,station2,station1,station3,station4,station4,station3
000028,station1,station2,station1,station1,station4,station2,station3,station3,station1,station2,station4,station2,station2,station1,station3,station4,station4,station3
000029,station1,station2,station3,station1,station3,station2,station3,station1,station1,station4,station4,station1,station2,station1,station3,station4,station4,station2
000030,station1,station2,station3,station1,station3,station2,station3,station1,station1,station4,station4,station1,station4,station4,station3,station1,station1,station2
000031,station1,station2,station3,station1,station3,station2,station2,station1,station1,station4,station2,station1,station4,station4,station1,station1,station3,station2
000032,station1,station1,station3,station1,station3,station3,station2,station1,station1,station4,station2,station1,station4,station4,station1,station1,station2,station2
000033,station2,station1,station1,station3,station4,station3,station2,station1,station1,station2,station2,station1,station4,station4,station1,station1,station2,station4
000034,station2,station1,station1,station3,station4,station3,station2,station1,station1,station2,station2,station1,station2,station1,station1,station1,station2,station4
000035,station2,station1,station1,station3,station4,station3,station3,station1,station1,station3,station1,station1,station2,station1,station1,station1,station2,station4
000036,station2,station1,station1,station3,station4,station2,station3,station1,station4,station3,station1,station2,station2,station1,station1,station1,station2,station4
000037,station2,station1,station1,station1,station2,station2,station1,station1,station4,station3,station1,station2,station2,station1,station1,station4,station2,station1
000038,station1,station1,station1,station1,station2,station2,station1,station1,station4,station3,station1,station2,station2,station1,station3,station3,station2,station1
000039,station1,station1,station2,station1,station2,station2,station1,station1,station4,station2,station1,station2,station2,station1,station3,station3,station3,station1
000040,station1,station1,station2,station1,station2,station2,station1,station3,station1,station2,station1,station2,station1,station1,station3,station3,station3,station1
000041,station1,station1,station2,station1,station1,station2,station1,station3,station1,station2,station1,station2,station1,station1,station3,station3,station3,station1
000042,station1,station2,station2,station1,station1,station1,station1,station3,station1,station2,station2,station2,station1,station1,station3,station4,station3,station2
000043,station1,station2,station2,station1,station1,station1,station1,station3,station1,station2,station2,station2,station1,station1,station3,station4,station2,station2
000044,station1,station2,station2,station3,station1,station1,station3,station1,station1,station2,station2,station2,station1,station2,station4,station4,station2,station2
000045,station1,station2,station2,station3,station1,station1,station3,station1,station1,station2,station2,station3,station1,station2,station4,station4,station2,station2
000046,station1,station2,station2,station3,station3,station1,station3,station1,station3,station2,station2,station3,station1,station2,station4,station2,station2,station2
000047,station1,station2,station2,station3,station3,station1,station3,station1,station3,station2,station2,station3,station3,station2,station4,station2,station2,station2
000048,station1,station2,station1,station3,station4,station1,station3,station1,station3,station2,station2,station3,station3,station1,station1,station2,station2,station2
000049,station1,station2,station1,station3,station4,station2,station3,station1,station3,station2,station2,station2,station3,station1,station1,station2,station2,station2
000050,station1,station2,station1,station3,station4,station2,station3,station1,station1,station2,station2,station2,station2,station1,station1,station4,station2,station2
