000001,station1,2018-07-11 8:40:00,2018-07-11 9:40:00
000001,station2,2018-07-11 9:41:00,2018-07-11 10:40:00
000001,station3,2018-07-11 10:41:00,2018-07-11 12:00:00
000001,station2,2018-07-11 13:00:00,2018-07-11 13:30:00
000001,station4,2018-07-11 13:31:00,2018-07-11 14:40:00
000001,station2,2018-07-11 14:41:00,2018-07-11 16:30:00
000001,station1,2018-07-11 16:40:00,2018-07-11 17:40:00
000001,station3,2018-07-11 17:41:00,2018-07-11 18:40:00
000002,station1,2018-07-11 8:30:00,2018-07-11 9:40:00
000002,station2,2018-07-11 9:41:00,2018-07-11 10:40:00
000002,station1,2018-07-11 10:41:00,2018-07-11 12:00:00
000002,station3,2018-07-11 13:00:00,2018-07-11 13:30:00
000002,station4,2018-07-11 13:31:00,2018-07-11 14:40:00
000002,station2,2018-07-11 14:41:00,2018-07-11 16:00:00
000002,station1,2018-07-11 16:20:00,2018-07-11 17:40:00
000002,station3,2018-07-11 17:41:00,2018-07-11 18:40:00
000002,station4,2018-07-11 18:41:00,2018-07-11 19:00:00
000003,station1,2018-07-11 8:40:00,2018-07-11 9:10:00
000003,station3,2018-07-11 9:11:00,2018-07-11 10:00:00
000003,station1,2018-07-11 10:01:00,2018-07-11 10:30:00
000003,station2,2018-07-11 13:00:00,2018-07-11 13:30:00
000003,station1,2018-07-11 13:31:00,2018-07-11 14:00:00
000003,station4,2018-07-11 14:01:00,2018-07-11 14:40:00
000003,station1,2018-07-11 14:41:00,2018-07-11 15:10:00
000003,station2,2018-07-11 15:11:00,2018-07-11 16:30:00
000003,station1,2018-07-11 16:31:00,2018-07-11 17:00:00
000003,station2,2018-07-11 17:01:00,2018-07-11 17:40:00
000003,station3,2018-07-11 17:41:00,2018-07-11 18:00:00
000003,station1,2018-07-11 18:01:00,2018-07-11 18:40:00
000003,station2,2018-07-11 18:41:00,2018-07-11 18:50:00
000003,station1,2018-07-11 18:51:00,2018-07-11 19:00:00
000004,station1,2018-07-11 8:40:00,2018-07-11 9:40:00
000004,station2,2018-07-11 9:41:00,2018-07-11 10:40:00
000004,station1,2018-07-11 10:41:00,2018-07-11 12:00:00
000004,station3,2018-07-11 13:00:00,2018-07-11 13:30:00
000004,station4,2018-07-11 13:31:00,2018-07-11 14:40:00
000004,station2,2018-07-11 14:41:00,2018-07-11 16:30:00
000004,station1,2018-07-11 16:40:00,2018-07-11 17:40:00
000004,station2,2018-07-11 17:41:00,2018-07-11 18:40:00
000005,station1,2018-07-11 8:30:00,2018-07-11 9:40:00
000005,station2,2018-07-11 9:41:00,2018-07-11 10:40:00
000005,station3,2018-07-11 10:41:00,2018-07-11 12:00:00
000005,station2,2018-07-11 13:00:00,2018-07-11 13:30:00
000005,station1,2018-07-11 13:31:00,2018-07-11 14:40:00
000005,station2,2018-07-11 14:41:00,2018-07-11 16:00:00
000005,station1,2018-07-11 16:20:00,2018-07-11 17:40:00
000005,station2,2018-07-11 17:41:00,2018-07-11 18:40:00
000005,station3,2018-07-11 18:41:00,2018-07-11 19:00:00
000005,station2,2018-07-11 19:01:00,2018-07-11 19:20:00
000006,station1,2018-07-11 8:40:00,2018-07-11 9:40:00
000006,station2,2018-07-11 9:41:00,2018-07-11 10:40:00
000006,station1,2018-07-11 10:41:00,2018-07-11 12:00:00
000006,station2,2018-07-11 13:00:00,2018-07-11 13:10:00
000006,station4,2018-07-11 13:31:00,2018-07-11 14:40:00
000006,station2,2018-07-11 14:41:00,2018-07-11 16:30:00
000006,station1,2018-07-11 16:40:00,2018-07-11 17:40:00
000006,station1,2018-07-11 17:41:00,2018-07-11 18:40:00
000007,station1,2018-07-11 8:40:00,2018-07-11 9:10:00
000007,station3,2018-07-11 9:11:00,2018-07-11 10:00:00
000007,station4,2018-07-11 10:01:00,2018-07-11 10:30:00
000007,station2,2018-07-11 13:00:00,2018-07-11 13:30:00
000007,station1,2018-07-11 13:31:00,2018-07-11 14:00:00
000007,station2,2018-07-11 14:01:00,2018-07-11 14:40:00
000007,station3,2018-07-11 14:41:00,2018-07-11 15:10:00
000007,station1,2018-07-11 15:11:00,2018-07-11 16:30:00
000007,station3,2018-07-11 16:31:00,2018-07-11 17:00:00
000007,station2,2018-07-11 17:01:00,2018-07-11 17:40:00
000007,station4,2018-07-11 17:41:00,2018-07-11 18:00:00
000007,station2,2018-07-11 18:01:00,2018-07-11 18:40:00
000007,station1,2018-07-11 18:41:00,2018-07-11 18:50:00
000008,station1,2018-07-11 8:40:00,2018-07-11 9:10:00
000008,station2,2018-07-11 9:11:00,2018-07-11 10:00:00
000008,station4,2018-07-11 10:01:00,2018-07-11 10:30:00
000008,station3,2018-07-11 13:00:00,2018-07-11 13:30:00
000008,station4,2018-07-11 13:31:00,2018-07-11 14:00:00
000008,station1,2018-07-11 14:01:00,2018-07-11 14:40:00
000008,station3,2018-07-11 14:41:00,2018-07-11 15:10:00
000008,station1,2018-07-11 15:11:00,2018-07-11 16:30:00
000008,station2,2018-07-11 16:31:00,2018-07-11 17:00:00
000008,station3,2018-07-11 17:01:00,2018-07-11 17:40:00
000008,station2,2018-07-11 17:41:00,2018-07-11 18:00:00
000008,station1,2018-07-11 18:01:00,2018-07-11 18:40:00
000008,station2,2018-07-11 18:41:00,2018-07-11 18:50:00
000009,station1,2018-07-11 8:40:00,2018-07-11 9:10:00
000009,station2,2018-07-11 9:11:00,2018-07-11 10:00:00
000009,station4,2018-07-11 10:01:00,2018-07-11 10:30:00
000009,station2,2018-07-11 13:00:00,2018-07-11 13:30:00
000009,station1,2018-07-11 13:31:00,2018-07-11 14:00:00
000009,station2,2018-07-11 14:01:00,2018-07-11 14:40:00
000009,station3,2018-07-11 14:41:00,2018-07-11 15:10:00
000009,station2,2018-07-11 15:11:00,2018-07-11 16:30:00
000009,station3,2018-07-11 16:31:00,2018-07-11 17:00:00
000009,station1,2018-07-11 17:01:00,2018-07-11 17:40:00
000009,station2,2018-07-11 17:41:00,2018-07-11 18:00:00
000009,station3,2018-07-11 18:01:00,2018-07-11 18:40:00
000009,station2,2018-07-11 18:41:00,2018-07-11 18:50:00
000010,station1,2018-07-11 8:40:00,2018-07-11 9:10:00
000010,station2,2018-07-11 9:11:00,2018-07-11 10:00:00
000010,station3,2018-07-11 10:01:00,2018-07-11 10:30:00
000010,station2,2018-07-11 13:00:00,2018-07-11 13:30:00
000010,station1,2018-07-11 13:31:00,2018-07-11 14:00:00
000010,station4,2018-07-11 14:01:00,2018-07-11 14:40:00
000010,station2,2018-07-11 14:41:00,2018-07-11 15:10:00
000010,station1,2018-07-11 15:11:00,2018-07-11 16:30:00
000010,station4,2018-07-11 16:31:00,2018-07-11 17:00:00
000010,station1,2018-07-11 17:01:00,2018-07-11 17:40:00
000010,station3,2018-07-11 17:41:00,2018-07-11 18:00:00
000010,station4,2018-07-11 18:01:00,2018-07-11 18:40:00
000010,station1,2018-07-11 18:41:00,2018-07-11 18:50:00
000011,station2,2018-07-11 8:40:00,2018-07-11 9:10:00
000011,station1,2018-07-11 9:11:00,2018-07-11 10:00:00
